asset_id,asset_name,asset_type,manufacturer,model,install_date,location,region,criticality,environment_type,service_interval_days,base_runtime_hours_per_week,base_load_pct
GEN_0452,Generator 0452,Generator,Caterpillar,CAT-450,2022-05-18,Site_110,South,Low,Rural,180,56.87,64.54
GEN_0453,Generator 0453,Generator,Kohler,KOH-400,2015-04-06,Site_018,East,High,Urban,120,77.45,83.39
GEN_0454,Generator 0454,Generator,Cummins,CUM-500,2021-01-27,Site_009,South,High,Rural,120,44.81,49.02
GEN_0455,Generator 0455,Generator,Kohler,KOH-400,2020-08-24,Site_047,Central,High,Cold,180,66.91,63.49
GEN_0456,Generator 0456,Generator,Kohler,KOH-400,2023-06-23,Site_126,Central,Low,Urban,90,58.83,56.52
GEN_0457,Generator 0457,Generator,Cummins,CUM-500,2024-09-12,Site_238,West,Medium,Rural,120,89.56,61.73
GEN_0458,Generator 0458,Generator,Caterpillar,CAT-450,2015-10-01,Site_100,West,High,Hot-Dry,120,63.96,74.03
GEN_0459,Generator 0459,Generator,Caterpillar,CAT-450,2024-10-21,Site_204,East,Low,Coastal,90,64.7,62.39
GEN_0460,Generator 0460,Generator,Caterpillar,CAT-450,2018-08-30,Site_030,West,Medium,Rural,180,46.83,63.38
GEN_0461,Generator 0461,Generator,Cummins,CUM-500,2021-07-28,Site_270,East,High,Urban,90,43.98,56.56
GEN_0462,Generator 0462,Generator,Kohler,KOH-400,2017-10-25,Site_241,North,High,Coastal,180,58.63,73.32
GEN_0463,Generator 0463,Generator,Cummins,CUM-500,2021-09-28,Site_012,West,Medium,Coastal,90,42.21,46.02
GEN_0464,Generator 0464,Generator,Caterpillar,CAT-450,2016-08-01,Site_209,East,High,Rural,90,46.43,59.71
GEN_0465,Generator 0465,Generator,Caterpillar,CAT-450,2018-06-11,Site_286,East,Medium,Hot-Dry,120,56.15,76.7
GEN_0466,Generator 0466,Generator,Generix,GENX-550,2020-07-18,Site_246,Central,Medium,Urban,90,76.62,60.33
GEN_0467,Generator 0467,Generator,Kohler,KOH-400,2015-05-06,Site_083,East,High,Hot-Dry,120,74.33,57.42
GEN_0468,Generator 0468,Generator,Cummins,CUM-500,2016-04-28,Site_131,North,High,Coastal,120,65.46,48.2
GEN_0469,Generator 0469,Generator,Kohler,KOH-400,2018-09-12,Site_227,East,Low,Cold,90,31.42,41.87
GEN_0470,Generator 0470,Generator,Cummins,CUM-500,2023-09-13,Site_300,West,High,Urban,90,37.23,71.39
GEN_0471,Generator 0471,Generator,Kohler,KOH-400,2016-02-28,Site_281,North,High,Rural,120,50.24,70.55
GEN_0472,Generator 0472,Generator,Caterpillar,CAT-450,2023-09-04,Site_031,Central,Medium,Coastal,90,44.36,67.11
GEN_0473,Generator 0473,Generator,Generix,GENX-550,2020-07-01,Site_182,Central,Low,Coastal,120,71.96,66.23
GEN_0474,Generator 0474,Generator,Caterpillar,CAT-450,2019-10-29,Site_083,East,Low,Rural,90,63.47,56.23
GEN_0475,Generator 0475,Generator,Kohler,KOH-400,2023-01-23,Site_088,West,Low,Urban,120,63.29,83.34
GEN_0476,Generator 0476,Generator,Caterpillar,CAT-450,2019-07-05,Site_202,West,Medium,Rural,120,44.9,76.98
GEN_0477,Generator 0477,Generator,Caterpillar,CAT-450,2023-12-10,Site_012,North,High,Coastal,90,73.38,38.68
GEN_0478,Generator 0478,Generator,Kohler,KOH-400,2016-09-27,Site_201,Central,Medium,Coastal,120,78.87,55.11
GEN_0479,Generator 0479,Generator,Cummins,CUM-500,2020-11-10,Site_209,East,High,Cold,90,54.53,67.33
GEN_0480,Generator 0480,Generator,Caterpillar,CAT-450,2015-02-13,Site_049,South,Low,Cold,90,57.03,58.7
GEN_0481,Generator 0481,Generator,Cummins,CUM-500,2015-05-02,Site_087,North,Low,Rural,120,95.0,70.19
GEN_0482,Generator 0482,Generator,Generix,GENX-550,2024-05-19,Site_284,West,Medium,Hot-Dry,90,68.36,61.91
GEN_0483,Generator 0483,Generator,MTU,MTU-480,2017-06-21,Site_223,East,High,Hot-Dry,90,76.16,73.29
GEN_0484,Generator 0484,Generator,Kohler,KOH-400,2020-04-09,Site_251,Central,High,Cold,120,62.54,71.02
GEN_0485,Generator 0485,Generator,Kohler,KOH-400,2023-10-01,Site_152,North,High,Coastal,90,27.83,59.23
GEN_0486,Generator 0486,Generator,Caterpillar,CAT-450,2021-03-03,Site_070,East,High,Cold,90,31.95,59.82
GEN_0487,Generator 0487,Generator,MTU,MTU-480,2017-09-25,Site_198,South,High,Urban,90,62.11,66.13
GEN_0488,Generator 0488,Generator,MTU,MTU-480,2019-04-12,Site_247,North,Low,Rural,180,45.11,59.86
GEN_0489,Generator 0489,Generator,Caterpillar,CAT-450,2024-11-23,Site_099,West,Medium,Rural,120,60.65,63.33
GEN_0490,Generator 0490,Generator,Caterpillar,CAT-450,2023-10-24,Site_110,South,High,Hot-Dry,120,58.48,60.6
GEN_0491,Generator 0491,Generator,Cummins,CUM-500,2015-05-16,Site_208,East,Low,Cold,90,48.66,63.9
GEN_0492,Generator 0492,Generator,Generix,GENX-550,2016-12-27,Site_271,North,Low,Hot-Dry,90,61.61,67.9
GEN_0493,Generator 0493,Generator,Caterpillar,CAT-450,2022-04-21,Site_226,North,High,Rural,90,49.99,45.41
GEN_0494,Generator 0494,Generator,MTU,MTU-480,2020-01-11,Site_135,South,Medium,Coastal,120,67.34,71.21
GEN_0495,Generator 0495,Generator,Generix,GENX-550,2016-09-23,Site_280,East,Low,Cold,120,71.2,55.44
GEN_0496,Generator 0496,Generator,Kohler,KOH-400,2016-12-27,Site_225,South,Medium,Coastal,90,52.13,84.05
GEN_0497,Generator 0497,Generator,Kohler,KOH-400,2024-07-24,Site_257,West,High,Hot-Dry,120,25.64,65.55
GEN_0498,Generator 0498,Generator,Generix,GENX-550,2019-02-28,Site_257,South,Medium,Hot-Dry,90,60.19,78.74
GEN_0499,Generator 0499,Generator,Generix,GENX-550,2022-06-04,Site_149,North,Medium,Cold,90,64.0,68.57
GEN_0500,Generator 0500,Generator,Generix,GENX-550,2017-06-12,Site_292,Central,Low,Urban,120,52.55,65.29
GEN_0501,Generator 0501,Generator,Kohler,KOH-400,2020-04-10,Site_157,South,Medium,Coastal,90,88.8,87.79
GEN_0502,Generator 0502,Generator,Cummins,CUM-500,2024-04-26,Site_047,Central,High,Urban,90,51.26,75.74
GEN_0503,Generator 0503,Generator,Kohler,KOH-400,2021-04-10,Site_212,Central,High,Urban,120,69.54,81.54
GEN_0504,Generator 0504,Generator,Cummins,CUM-500,2022-04-27,Site_164,South,Low,Coastal,90,59.63,47.05
GEN_0505,Generator 0505,Generator,Kohler,KOH-400,2016-08-11,Site_035,West,Low,Rural,120,27.66,81.05
GEN_0506,Generator 0506,Generator,Kohler,KOH-400,2015-05-25,Site_240,North,High,Coastal,120,37.05,71.33
GEN_0507,Generator 0507,Generator,Generix,GENX-550,2015-10-04,Site_272,South,Medium,Cold,120,72.23,75.7
GEN_0508,Generator 0508,Generator,Kohler,KOH-400,2017-03-30,Site_093,Central,Low,Coastal,90,59.43,61.15
GEN_0509,Generator 0509,Generator,Cummins,CUM-500,2016-05-27,Site_247,East,Medium,Hot-Dry,90,57.33,76.04
GEN_0510,Generator 0510,Generator,Generix,GENX-550,2020-11-21,Site_217,East,Medium,Coastal,90,68.17,49.71
GEN_0511,Generator 0511,Generator,Generix,GENX-550,2019-06-14,Site_242,West,High,Urban,90,41.41,70.13
GEN_0512,Generator 0512,Generator,MTU,MTU-480,2022-06-03,Site_265,West,Low,Urban,90,63.71,60.35
GEN_0513,Generator 0513,Generator,Kohler,KOH-400,2019-05-26,Site_281,South,High,Urban,90,58.65,60.25
GEN_0514,Generator 0514,Generator,Caterpillar,CAT-450,2018-12-30,Site_099,North,Medium,Hot-Dry,120,33.35,62.65
GEN_0515,Generator 0515,Generator,Cummins,CUM-500,2023-05-29,Site_097,South,High,Coastal,90,36.63,75.25
GEN_0516,Generator 0516,Generator,Generix,GENX-550,2018-05-30,Site_169,East,Medium,Urban,120,55.54,68.85
GEN_0517,Generator 0517,Generator,Caterpillar,CAT-450,2020-03-01,Site_180,North,Low,Cold,90,67.1,55.09
GEN_0518,Generator 0518,Generator,Caterpillar,CAT-450,2020-01-16,Site_161,South,Low,Urban,120,54.62,68.92
GEN_0519,Generator 0519,Generator,Caterpillar,CAT-450,2017-10-13,Site_106,South,Medium,Rural,120,55.28,80.58
GEN_0520,Generator 0520,Generator,Caterpillar,CAT-450,2020-05-25,Site_061,Central,High,Coastal,90,69.61,73.42
GEN_0521,Generator 0521,Generator,MTU,MTU-480,2017-03-16,Site_064,West,High,Rural,120,63.43,66.23
GEN_0522,Generator 0522,Generator,Cummins,CUM-500,2018-05-04,Site_039,Central,High,Hot-Dry,90,57.01,67.71
GEN_0523,Generator 0523,Generator,Cummins,CUM-500,2024-03-28,Site_238,West,High,Rural,120,57.21,80.17
GEN_0524,Generator 0524,Generator,Caterpillar,CAT-450,2015-01-05,Site_052,South,Medium,Urban,90,48.86,42.7
GEN_0525,Generator 0525,Generator,Cummins,CUM-500,2021-01-20,Site_185,South,Low,Urban,120,59.12,73.67
GEN_0526,Generator 0526,Generator,Kohler,KOH-400,2024-11-25,Site_128,East,Medium,Coastal,90,45.75,57.05
GEN_0527,Generator 0527,Generator,MTU,MTU-480,2019-03-20,Site_173,South,High,Rural,90,77.07,55.58
GEN_0528,Generator 0528,Generator,Generix,GENX-550,2023-10-24,Site_221,North,Medium,Hot-Dry,180,74.83,63.23
GEN_0529,Generator 0529,Generator,MTU,MTU-480,2018-10-23,Site_220,East,Low,Hot-Dry,90,69.63,78.29
GEN_0530,Generator 0530,Generator,Kohler,KOH-400,2016-06-26,Site_130,South,Low,Rural,180,79.38,66.85
GEN_0531,Generator 0531,Generator,Generix,GENX-550,2020-06-09,Site_281,Central,Medium,Urban,120,53.62,46.27
GEN_0532,Generator 0532,Generator,MTU,MTU-480,2019-09-30,Site_218,North,High,Urban,90,62.11,74.24
GEN_0533,Generator 0533,Generator,MTU,MTU-480,2015-02-22,Site_028,South,Medium,Rural,120,43.49,64.05
GEN_0534,Generator 0534,Generator,Caterpillar,CAT-450,2022-06-10,Site_154,West,High,Rural,90,32.69,64.11
GEN_0535,Generator 0535,Generator,Cummins,CUM-500,2015-02-16,Site_279,North,High,Urban,90,67.07,40.81
GEN_0536,Generator 0536,Generator,Cummins,CUM-500,2019-04-02,Site_238,West,High,Hot-Dry,120,59.27,56.4
GEN_0537,Generator 0537,Generator,MTU,MTU-480,2019-01-02,Site_205,North,Low,Hot-Dry,90,38.6,69.13
GEN_0538,Generator 0538,Generator,Caterpillar,CAT-450,2016-01-17,Site_289,North,Medium,Rural,180,36.84,79.39
GEN_0539,Generator 0539,Generator,Kohler,KOH-400,2016-12-12,Site_289,East,Low,Rural,120,57.19,53.3
GEN_0540,Generator 0540,Generator,Cummins,CUM-500,2023-04-05,Site_047,North,High,Hot-Dry,120,67.55,62.3
GEN_0541,Generator 0541,Generator,Cummins,CUM-500,2016-04-24,Site_005,West,High,Urban,90,45.49,53.67
GEN_0542,Generator 0542,Generator,Caterpillar,CAT-450,2022-11-17,Site_189,Central,Medium,Urban,120,69.14,75.22
GEN_0543,Generator 0543,Generator,Kohler,KOH-400,2022-03-12,Site_130,East,High,Hot-Dry,90,62.51,66.96
GEN_0544,Generator 0544,Generator,Generix,GENX-550,2019-03-04,Site_189,West,Medium,Coastal,120,50.86,58.14
GEN_0545,Generator 0545,Generator,Cummins,CUM-500,2023-01-10,Site_281,South,High,Coastal,120,30.67,71.58
GEN_0546,Generator 0546,Generator,Kohler,KOH-400,2015-10-15,Site_132,North,High,Rural,120,78.79,60.62
GEN_0547,Generator 0547,Generator,Generix,GENX-550,2020-02-20,Site_196,North,Medium,Rural,120,54.82,48.74
GEN_0548,Generator 0548,Generator,Cummins,CUM-500,2020-01-23,Site_084,West,Medium,Rural,120,67.45,63.22
GEN_0549,Generator 0549,Generator,Generix,GENX-550,2021-09-19,Site_212,Central,Medium,Hot-Dry,90,50.97,47.87
GEN_0550,Generator 0550,Generator,Cummins,CUM-500,2020-07-17,Site_098,South,Low,Coastal,120,65.36,63.15
GEN_0551,Generator 0551,Generator,Cummins,CUM-500,2016-08-19,Site_034,West,High,Urban,90,87.2,49.41
GEN_0552,Generator 0552,Generator,MTU,MTU-480,2023-02-26,Site_126,Central,High,Coastal,120,82.78,59.5
GEN_0553,Generator 0553,Generator,MTU,MTU-480,2020-10-11,Site_297,North,High,Urban,90,41.11,74.07
GEN_0554,Generator 0554,Generator,Kohler,KOH-400,2022-02-12,Site_157,East,Medium,Coastal,90,73.73,32.5
GEN_0555,Generator 0555,Generator,Caterpillar,CAT-450,2019-04-16,Site_044,East,High,Rural,90,53.12,57.68
GEN_0556,Generator 0556,Generator,Kohler,KOH-400,2019-08-03,Site_265,East,Low,Coastal,90,60.93,82.72
GEN_0557,Generator 0557,Generator,MTU,MTU-480,2020-07-06,Site_119,West,Medium,Hot-Dry,90,52.74,60.93
GEN_0558,Generator 0558,Generator,Cummins,CUM-500,2023-08-23,Site_261,West,High,Coastal,90,92.3,61.87
GEN_0559,Generator 0559,Generator,Kohler,KOH-400,2015-12-28,Site_042,West,Low,Coastal,120,52.9,61.96
GEN_0560,Generator 0560,Generator,Caterpillar,CAT-450,2015-09-11,Site_080,South,Medium,Urban,90,20.65,62.87
GEN_0561,Generator 0561,Generator,Caterpillar,CAT-450,2023-03-12,Site_058,West,High,Rural,120,36.34,59.82
GEN_0562,Generator 0562,Generator,Caterpillar,CAT-450,2023-07-24,Site_089,South,Low,Hot-Dry,180,64.32,49.42
GEN_0563,Generator 0563,Generator,Caterpillar,CAT-450,2017-01-06,Site_297,West,Medium,Rural,90,64.68,83.97
GEN_0564,Generator 0564,Generator,Caterpillar,CAT-450,2024-11-23,Site_083,South,Medium,Urban,90,38.61,48.66
GEN_0565,Generator 0565,Generator,Cummins,CUM-500,2021-04-15,Site_287,North,High,Urban,90,62.74,58.14
GEN_0566,Generator 0566,Generator,Caterpillar,CAT-450,2021-07-10,Site_042,North,High,Coastal,90,42.3,59.04
GEN_0567,Generator 0567,Generator,Kohler,KOH-400,2015-02-02,Site_112,East,High,Cold,90,41.1,71.53
GEN_0568,Generator 0568,Generator,MTU,MTU-480,2020-06-03,Site_127,West,Low,Urban,90,68.28,71.95
GEN_0569,Generator 0569,Generator,Caterpillar,CAT-450,2022-03-06,Site_102,Central,Medium,Cold,90,41.23,51.51
GEN_0570,Generator 0570,Generator,Cummins,CUM-500,2020-08-30,Site_056,West,Medium,Hot-Dry,90,22.21,61.07
GEN_0571,Generator 0571,Generator,Cummins,CUM-500,2016-11-21,Site_279,South,High,Rural,90,52.94,50.78
GEN_0572,Generator 0572,Generator,Cummins,CUM-500,2018-03-29,Site_217,North,High,Cold,90,35.05,54.93
GEN_0573,Generator 0573,Generator,Generix,GENX-550,2019-05-09,Site_196,West,Low,Coastal,180,61.34,78.4
GEN_0574,Generator 0574,Generator,Cummins,CUM-500,2017-02-09,Site_164,North,Medium,Rural,120,44.59,72.44
GEN_0575,Generator 0575,Generator,Generix,GENX-550,2020-02-29,Site_227,North,Medium,Rural,90,57.36,55.28
GEN_0576,Generator 0576,Generator,Cummins,CUM-500,2018-05-08,Site_111,East,High,Coastal,120,25.95,54.88
GEN_0577,Generator 0577,Generator,Cummins,CUM-500,2018-03-02,Site_255,North,Low,Cold,90,66.27,58.54
GEN_0578,Generator 0578,Generator,MTU,MTU-480,2022-07-11,Site_049,South,Medium,Rural,120,41.44,45.24
GEN_0579,Generator 0579,Generator,Generix,GENX-550,2023-10-26,Site_055,Central,Low,Urban,90,63.0,60.95
GEN_0580,Generator 0580,Generator,Caterpillar,CAT-450,2019-05-16,Site_195,East,Medium,Rural,90,36.12,54.33
GEN_0581,Generator 0581,Generator,Cummins,CUM-500,2016-01-25,Site_093,East,Medium,Hot-Dry,90,62.54,51.59
GEN_0582,Generator 0582,Generator,Caterpillar,CAT-450,2019-10-09,Site_031,East,High,Rural,90,54.07,56.2
GEN_0583,Generator 0583,Generator,Cummins,CUM-500,2016-06-25,Site_187,North,Medium,Hot-Dry,90,80.88,60.31
GEN_0584,Generator 0584,Generator,Kohler,KOH-400,2018-02-18,Site_273,North,High,Cold,120,62.1,72.24
GEN_0585,Generator 0585,Generator,Kohler,KOH-400,2021-03-05,Site_249,West,High,Rural,120,52.86,64.06
GEN_0586,Generator 0586,Generator,Kohler,KOH-400,2024-08-14,Site_096,North,Low,Cold,120,42.56,56.27
GEN_0587,Generator 0587,Generator,Cummins,CUM-500,2021-02-09,Site_046,North,Low,Cold,120,67.4,71.14
GEN_0588,Generator 0588,Generator,Generix,GENX-550,2015-07-02,Site_129,East,Medium,Coastal,90,55.22,65.11
GEN_0589,Generator 0589,Generator,MTU,MTU-480,2016-09-20,Site_239,East,Medium,Rural,90,55.36,57.21
GEN_0590,Generator 0590,Generator,Kohler,KOH-400,2015-08-07,Site_010,Central,High,Rural,90,49.33,70.87
GEN_0591,Generator 0591,Generator,Kohler,KOH-400,2019-09-18,Site_143,East,Medium,Urban,180,67.42,62.82
GEN_0592,Generator 0592,Generator,Cummins,CUM-500,2021-08-24,Site_158,East,High,Hot-Dry,90,64.64,54.11
GEN_0593,Generator 0593,Generator,Cummins,CUM-500,2024-11-19,Site_122,West,High,Hot-Dry,180,55.44,80.99
GEN_0594,Generator 0594,Generator,MTU,MTU-480,2022-02-19,Site_237,Central,High,Hot-Dry,180,49.84,77.29
GEN_0595,Generator 0595,Generator,MTU,MTU-480,2022-09-19,Site_039,Central,Medium,Cold,180,44.91,43.41
GEN_0596,Generator 0596,Generator,Caterpillar,CAT-450,2016-08-31,Site_021,Central,High,Coastal,120,39.04,70.62
GEN_0597,Generator 0597,Generator,Generix,GENX-550,2024-11-29,Site_156,Central,High,Urban,90,67.04,66.05
GEN_0598,Generator 0598,Generator,Caterpillar,CAT-450,2023-06-21,Site_032,West,Low,Urban,120,78.42,81.63
GEN_0599,Generator 0599,Generator,Caterpillar,CAT-450,2022-06-10,Site_061,West,Medium,Urban,90,45.06,56.69
GEN_0600,Generator 0600,Generator,Kohler,KOH-400,2015-10-29,Site_204,North,High,Urban,120,69.72,52.0
GEN_0601,Generator 0601,Generator,Caterpillar,CAT-450,2019-12-28,Site_046,Central,High,Urban,120,54.58,52.27
GEN_0602,Generator 0602,Generator,Kohler,KOH-400,2022-06-11,Site_293,South,High,Urban,120,48.25,80.59
GEN_0603,Generator 0603,Generator,Caterpillar,CAT-450,2023-01-24,Site_261,Central,Medium,Cold,120,54.62,67.42
GEN_0604,Generator 0604,Generator,Kohler,KOH-400,2020-04-12,Site_216,Central,Medium,Urban,90,56.14,43.2
GEN_0605,Generator 0605,Generator,Generix,GENX-550,2017-10-20,Site_045,South,High,Urban,120,49.04,68.33
GEN_0606,Generator 0606,Generator,Caterpillar,CAT-450,2020-01-07,Site_287,North,Medium,Rural,120,66.53,47.85
GEN_0607,Generator 0607,Generator,Generix,GENX-550,2022-01-22,Site_154,East,Medium,Hot-Dry,120,66.06,76.74
GEN_0608,Generator 0608,Generator,MTU,MTU-480,2016-04-10,Site_243,North,Medium,Coastal,90,40.87,57.87
GEN_0609,Generator 0609,Generator,MTU,MTU-480,2020-11-14,Site_211,South,High,Urban,120,59.27,47.0
GEN_0610,Generator 0610,Generator,MTU,MTU-480,2024-01-13,Site_273,East,High,Urban,120,46.36,89.46
GEN_0611,Generator 0611,Generator,Caterpillar,CAT-450,2022-08-14,Site_177,East,High,Coastal,90,44.51,67.4
GEN_0612,Generator 0612,Generator,Kohler,KOH-400,2023-03-13,Site_142,South,Medium,Urban,90,66.65,89.44
GEN_0613,Generator 0613,Generator,Caterpillar,CAT-450,2016-10-17,Site_104,Central,Medium,Hot-Dry,90,52.5,64.41
GEN_0614,Generator 0614,Generator,Cummins,CUM-500,2017-10-22,Site_001,East,Low,Cold,120,80.08,78.51
GEN_0615,Generator 0615,Generator,Cummins,CUM-500,2024-01-21,Site_166,Central,Low,Coastal,90,95.0,49.69
GEN_0616,Generator 0616,Generator,Caterpillar,CAT-450,2018-10-08,Site_253,West,Medium,Urban,180,72.48,77.95
GEN_0617,Generator 0617,Generator,Kohler,KOH-400,2021-10-13,Site_022,North,Low,Cold,90,61.27,66.71
GEN_0618,Generator 0618,Generator,Caterpillar,CAT-450,2021-10-27,Site_171,Central,High,Hot-Dry,180,44.42,51.42
GEN_0619,Generator 0619,Generator,MTU,MTU-480,2019-06-08,Site_250,North,Medium,Urban,120,47.96,81.59
GEN_0620,Generator 0620,Generator,MTU,MTU-480,2023-08-01,Site_286,South,Medium,Rural,120,73.7,43.15
GEN_0621,Generator 0621,Generator,Kohler,KOH-400,2023-11-30,Site_294,North,Medium,Urban,120,50.53,74.41
GEN_0622,Generator 0622,Generator,Cummins,CUM-500,2023-10-16,Site_036,West,High,Urban,120,55.05,48.75
GEN_0623,Generator 0623,Generator,Generix,GENX-550,2022-04-02,Site_269,West,High,Rural,90,70.26,61.13
GEN_0624,Generator 0624,Generator,Kohler,KOH-400,2020-02-09,Site_275,East,Low,Coastal,120,50.58,59.08
GEN_0625,Generator 0625,Generator,Caterpillar,CAT-450,2017-08-21,Site_156,South,Medium,Urban,90,50.93,45.11
GEN_0626,Generator 0626,Generator,Generix,GENX-550,2023-06-22,Site_234,North,High,Rural,90,47.45,84.13
GEN_0627,Generator 0627,Generator,Kohler,KOH-400,2020-07-02,Site_276,North,Medium,Rural,90,58.16,64.0
GEN_0628,Generator 0628,Generator,Caterpillar,CAT-450,2017-04-07,Site_046,West,Medium,Urban,90,58.61,64.52
GEN_0629,Generator 0629,Generator,Kohler,KOH-400,2021-06-07,Site_055,West,High,Rural,120,42.84,95.0
GEN_0630,Generator 0630,Generator,Caterpillar,CAT-450,2016-06-04,Site_072,Central,High,Cold,180,50.92,76.54
GEN_0631,Generator 0631,Generator,Cummins,CUM-500,2015-01-21,Site_171,West,Medium,Rural,90,82.46,76.26
GEN_0632,Generator 0632,Generator,Caterpillar,CAT-450,2016-07-13,Site_264,South,High,Rural,90,54.0,39.54
GEN_0633,Generator 0633,Generator,Kohler,KOH-400,2022-05-02,Site_007,Central,Medium,Hot-Dry,120,43.7,36.94
GEN_0634,Generator 0634,Generator,Kohler,KOH-400,2021-10-19,Site_045,South,High,Coastal,120,34.57,51.67
GEN_0635,Generator 0635,Generator,Cummins,CUM-500,2017-02-08,Site_291,West,High,Hot-Dry,90,63.64,68.07
GEN_0636,Generator 0636,Generator,MTU,MTU-480,2015-12-08,Site_272,Central,High,Coastal,90,55.13,62.35
GEN_0637,Generator 0637,Generator,Kohler,KOH-400,2023-12-25,Site_072,Central,Medium,Hot-Dry,90,72.01,37.57
GEN_0638,Generator 0638,Generator,Generix,GENX-550,2018-12-26,Site_260,South,High,Rural,90,63.0,69.7
GEN_0639,Generator 0639,Generator,Kohler,KOH-400,2023-09-02,Site_256,East,Medium,Rural,90,31.94,83.16
GEN_0640,Generator 0640,Generator,Kohler,KOH-400,2017-03-10,Site_257,South,Medium,Hot-Dry,90,62.0,64.79
GEN_0641,Generator 0641,Generator,Kohler,KOH-400,2019-08-02,Site_120,East,High,Rural,120,47.03,82.57
GEN_0642,Generator 0642,Generator,Kohler,KOH-400,2023-08-03,Site_264,South,Medium,Coastal,90,30.84,81.14
GEN_0643,Generator 0643,Generator,Cummins,CUM-500,2024-10-18,Site_074,Central,Medium,Cold,120,77.78,67.74
GEN_0644,Generator 0644,Generator,Generix,GENX-550,2015-06-22,Site_218,South,Medium,Hot-Dry,120,46.87,51.95
GEN_0645,Generator 0645,Generator,Cummins,CUM-500,2023-07-27,Site_145,North,Medium,Cold,120,57.15,44.14
GEN_0646,Generator 0646,Generator,Caterpillar,CAT-450,2024-03-15,Site_015,East,Medium,Rural,90,51.23,73.82
GEN_0647,Generator 0647,Generator,Cummins,CUM-500,2017-01-21,Site_076,North,Low,Hot-Dry,90,41.68,65.22
GEN_0648,Generator 0648,Generator,Caterpillar,CAT-450,2018-06-13,Site_076,West,Medium,Urban,120,45.7,61.04
GEN_0649,Generator 0649,Generator,Generix,GENX-550,2024-12-19,Site_073,North,Low,Hot-Dry,90,53.72,57.09
GEN_0650,Generator 0650,Generator,Generix,GENX-550,2021-05-01,Site_167,Central,High,Urban,120,73.78,70.46
GEN_0651,Generator 0651,Generator,Cummins,CUM-500,2023-06-01,Site_058,North,Low,Urban,90,46.0,85.43
GEN_0652,Generator 0652,Generator,Generix,GENX-550,2024-06-15,Site_255,East,Medium,Coastal,120,70.13,68.67
GEN_0653,Generator 0653,Generator,MTU,MTU-480,2016-11-03,Site_266,East,Medium,Rural,120,47.74,84.33
GEN_0654,Generator 0654,Generator,Caterpillar,CAT-450,2023-09-08,Site_131,North,Low,Hot-Dry,90,46.24,52.36
GEN_0655,Generator 0655,Generator,MTU,MTU-480,2018-09-01,Site_196,Central,Low,Rural,120,50.0,46.14
GEN_0656,Generator 0656,Generator,Caterpillar,CAT-450,2016-07-12,Site_260,Central,Low,Rural,90,69.99,51.9
GEN_0657,Generator 0657,Generator,Cummins,CUM-500,2019-10-05,Site_165,South,High,Cold,90,46.02,65.1
GEN_0658,Generator 0658,Generator,Kohler,KOH-400,2020-01-23,Site_033,West,Low,Rural,90,41.1,67.82
GEN_0659,Generator 0659,Generator,Cummins,CUM-500,2020-05-01,Site_082,East,High,Hot-Dry,90,61.02,55.55
GEN_0660,Generator 0660,Generator,Caterpillar,CAT-450,2020-06-20,Site_061,West,High,Rural,90,57.88,68.4
GEN_0661,Generator 0661,Generator,MTU,MTU-480,2016-12-02,Site_065,North,Low,Cold,120,62.36,41.77
GEN_0662,Generator 0662,Generator,Caterpillar,CAT-450,2021-08-18,Site_126,Central,High,Coastal,90,77.89,65.64
GEN_0663,Generator 0663,Generator,Caterpillar,CAT-450,2023-03-19,Site_275,East,Medium,Coastal,120,86.5,83.48
GEN_0664,Generator 0664,Generator,Generix,GENX-550,2018-11-30,Site_263,Central,High,Urban,90,53.09,71.73
GEN_0665,Generator 0665,Generator,Cummins,CUM-500,2021-10-10,Site_043,South,Medium,Cold,90,15.0,66.15
GEN_0666,Generator 0666,Generator,MTU,MTU-480,2018-06-02,Site_229,North,High,Cold,90,84.27,67.74
GEN_0667,Generator 0667,Generator,Generix,GENX-550,2022-04-17,Site_074,West,Medium,Hot-Dry,90,50.37,73.13
GEN_0668,Generator 0668,Generator,Cummins,CUM-500,2017-05-16,Site_158,South,Medium,Rural,90,65.48,70.07
GEN_0669,Generator 0669,Generator,Cummins,CUM-500,2023-06-03,Site_090,East,High,Rural,90,82.73,66.88
GEN_0670,Generator 0670,Generator,Generix,GENX-550,2017-08-16,Site_184,Central,High,Rural,90,52.25,67.96
GEN_0671,Generator 0671,Generator,Kohler,KOH-400,2018-06-17,Site_045,Central,Medium,Hot-Dry,90,66.92,62.61
GEN_0672,Generator 0672,Generator,Caterpillar,CAT-450,2022-02-05,Site_242,East,High,Rural,90,59.56,87.89
GEN_0673,Generator 0673,Generator,MTU,MTU-480,2021-05-17,Site_072,East,High,Urban,120,41.96,95.0
GEN_0674,Generator 0674,Generator,Caterpillar,CAT-450,2020-11-19,Site_063,North,Medium,Urban,90,87.43,68.66
GEN_0675,Generator 0675,Generator,Caterpillar,CAT-450,2020-10-27,Site_186,West,Medium,Coastal,90,32.96,53.24
GEN_0676,Generator 0676,Generator,Cummins,CUM-500,2023-02-21,Site_278,North,Medium,Urban,180,50.45,56.73
GEN_0677,Generator 0677,Generator,MTU,MTU-480,2023-08-15,Site_152,South,Medium,Rural,90,44.63,63.29
GEN_0678,Generator 0678,Generator,Kohler,KOH-400,2022-05-16,Site_065,South,Medium,Urban,90,64.83,58.62
